Gene	Type	Number of isoform	Jaccard Index	Dice coefficient	Overlap coefficient	Redundance metric	Stdev number GO term	BP similarity	CC similarity	MF similarity
gene:FBgn0046113	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0028481	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031294	Observed	3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031295	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031296	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0003310	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0015905	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031298	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031299	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0261938	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031301	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031302	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0016926	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031304	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031305	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031306	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031307	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0283525	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031309	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031310	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0261458	Observed	2	0.992	0.9959839357429718	1.0	0.992	0.5	1.0	0.973	1.0
gene:FBgn0031312	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031313	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031314	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031315	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0024314	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051922	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031317	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031318	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031319	Observed	4	0.9696969696969697	0.9844961240310077	1.0	0.9696969696969697	1.5	1.0	1.0	0.93
gene:FBgn0031320	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031321	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031322	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031323	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0263080	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0263081	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0040723	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031324	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0259229	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031327	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0041097	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0011294	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031331	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0053923	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0053922	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0026141	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031332	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031333	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051924	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031335	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051659	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0053126	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031337	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0002543	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0263320	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0263321	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051928	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0053128	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051926	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051661	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031343	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031344	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031345	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0001174	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0026398	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0026397	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0261509	Observed	6	0.8357487922705312	0.8910256410256411	1.0	0.9014492753623188	12.671051872498808	0.9433333333333334	0.8666666666666666	0.6666666666666666
gene:FBgn0031347	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051935	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031351	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0021906	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0086758	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0011570	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031356	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031357	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0086698	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031359	Observed	3	0.27309236947791166	0.3002207505518764	1.0	0.40963855421686746	36.11401697709938	0.32666666666666666	0.3283333333333333	0.0
gene:FBgn0000579	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0260648	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031360	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031361	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0264494	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0027597	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031364	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0041249	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031365	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0045497	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0045498	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0265138	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0045500	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0045501	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051933	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051664	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031367	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051665	Observed	3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051663	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031372	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031373	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031374	Observed	7	0.7079058918589641	0.7554328244861522	0.9619047619047618	0.14336372847011145	95.40568587856379	0.8535714285714286	0.9548571428571426	0.5252380952380952
gene:FBgn0040719	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0053673	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031375	Observed	4	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0267972	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031377	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031378	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031379	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0001125	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031381	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0043539	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0053543	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0040718	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0040717	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031384	Observed	4	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0259192	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0259230	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0003557	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0028952	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0026396	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0053516	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031388	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031389	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0004507	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031390	Observed	3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031391	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0027509	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031392	Observed	3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031393	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0000097	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031395	Observed	4	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0085201	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051668	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0053124	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031397	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0010288	Observed	2	0.8064516129032258	0.8928571428571429	1.0	0.8064516129032258	3.0	0.949	0.0	1.0
gene:FBgn0085203	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031398	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0040715	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0259717	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031399	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031401	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031403	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0267378	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0262126	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051679	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0052463	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0051682	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0264979	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0011832	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0042186	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0042187	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031406	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031407	Observed	2	0.4	0.5714285714285714	1.0	0.4	1.5	0.0	0.946	0.0
gene:FBgn0054049	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0250841	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
gene:FBgn0031409	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
