Gene	Jaccard Index
ENSMUSG00000071771	1.0
ENSMUSG00000079637	1.0
ENSMUSG00000079636	0.3333333333333333
ENSMUSG00000079635	1.0
ENSMUSG00000095698	1.0
ENSMUSG00000079633	1.0
ENSMUSG00000096788	1.0
ENSMUSG00000059626	1.0
ENSMUSG00000071770	1.0
ENSMUSG00000095741	1.0
ENSMUSG00000095510	0.3333333333333333
ENSMUSG00000079630	1.0
ENSMUSG00000080933	1.0
ENSMUSG00000079629	1.0
ENSMUSG00000079628	1.0
ENSMUSG00000071769	0.3333333333333333
ENSMUSG00000079627	1.0
ENSMUSG00000095180	1.0
ENSMUSG00000006200	1.0
ENSMUSG00000071767	1.0
ENSMUSG00000064137	1.0
ENSMUSG00000079626	1.0
ENSMUSG00000068048	0.0
ENSMUSG00000053909	1.0
ENSMUSG00000051038	1.0
ENSMUSG00000071766	1.0
ENSMUSG00000050197	1.0
ENSMUSG00000048047	0.9583333333333334
ENSMUSG00000036502	0.07407407407407407
ENSMUSG00000016327	1.0
ENSMUSG00000016534	1.0
ENSMUSG00000031095	1.0
ENSMUSG00000000355	1.0
ENSMUSG00000048970	1.0
ENSMUSG00000051361	1.0
ENSMUSG00000001986	0.31025641025641026
ENSMUSG00000037475	0.6666666666666666
ENSMUSG00000025860	0.3333333333333333
ENSMUSG00000025862	0.38904109589041097
ENSMUSG00000105993	1.0
ENSMUSG00000005696	1.0
ENSMUSG00000016150	0.8108108108108109
ENSMUSG00000078320	1.0
ENSMUSG00000050926	1.0
ENSMUSG00000045284	1.0
ENSMUSG00000037086	1.0
ENSMUSG00000046615	1.0
ENSMUSG00000031099	0.40283934521222664
ENSMUSG00000001173	0.24807692307692306
ENSMUSG00000037010	1.0
ENSMUSG00000037005	0.7714285714285714
ENSMUSG00000031101	1.0
ENSMUSG00000036985	1.0
ENSMUSG00000063785	1.0
ENSMUSG00000036959	0.3333333333333333
ENSMUSG00000031103	0.0
ENSMUSG00000036932	0.5825688073394495
ENSMUSG00000031104	1.0
ENSMUSG00000036916	1.0
ENSMUSG00000031105	1.0
ENSMUSG00000051209	1.0
ENSMUSG00000031107	1.0
ENSMUSG00000079606	1.0
ENSMUSG00000031109	0.5688405797101449
ENSMUSG00000036198	0.6430976430976432
ENSMUSG00000071764	1.0
ENSMUSG00000067971	1.0
ENSMUSG00000031111	0.5217391304347827
ENSMUSG00000056281	1.0
ENSMUSG00000050504	1.0
ENSMUSG00000048173	1.0
ENSMUSG00000031112	1.0
ENSMUSG00000036131	1.0
ENSMUSG00000050029	1.0
ENSMUSG00000036109	0.37254901960784315
ENSMUSG00000062184	0.9318181818181818
ENSMUSG00000055780	1.0
ENSMUSG00000031118	1.0
ENSMUSG00000031119	1.0
ENSMUSG00000055653	1.0
ENSMUSG00000073207	1.0
ENSMUSG00000025626	0.8980392156862745
ENSMUSG00000025630	1.0
ENSMUSG00000061082	1.0
ENSMUSG00000036022	1.0
ENSMUSG00000036013	1.0
ENSMUSG00000023074	1.0
ENSMUSG00000060967	1.0
ENSMUSG00000079593	1.0
ENSMUSG00000051851	1.0
ENSMUSG00000067925	1.0
ENSMUSG00000067924	1.0
ENSMUSG00000055555	1.0
ENSMUSG00000054727	1.0
ENSMUSG00000059334	1.0
ENSMUSG00000054626	1.0
ENSMUSG00000096468	1.0
ENSMUSG00000094714	1.0
ENSMUSG00000067909	1.0
ENSMUSG00000031125	1.0
ENSMUSG00000073177	1.0
ENSMUSG00000073176	1.0
ENSMUSG00000054850	1.0
ENSMUSG00000058932	1.0
ENSMUSG00000035967	0.0921113421113421
ENSMUSG00000064016	1.0
ENSMUSG00000061273	1.0
ENSMUSG00000060681	0.24603174603174605
ENSMUSG00000023092	0.75
ENSMUSG00000067878	0.0
ENSMUSG00000053852	0.3880952380952381
ENSMUSG00000031130	1.0
ENSMUSG00000067873	0.0
ENSMUSG00000031131	0.7419354838709677
ENSMUSG00000031132	1.0
ENSMUSG00000031133	0.31732026143790854
ENSMUSG00000031134	0.305982905982906
ENSMUSG00000079584	1.0
ENSMUSG00000036357	1.0
ENSMUSG00000067860	0.1910569105691057
ENSMUSG00000046180	1.0
ENSMUSG00000031137	0.27741987062461465
ENSMUSG00000031138	1.0
ENSMUSG00000031139	1.0
ENSMUSG00000062949	1.0
ENSMUSG00000079583	1.0
ENSMUSG00000082226	1.0
ENSMUSG00000045179	1.0
ENSMUSG00000057615	1.0
ENSMUSG00000045330	1.0
ENSMUSG00000079579	1.0
ENSMUSG00000031179	1.0
ENSMUSG00000046699	0.6875
ENSMUSG00000031181	1.0
ENSMUSG00000031182	1.0
ENSMUSG00000036790	1.0
ENSMUSG00000079578	1.0
ENSMUSG00000079577	1.0
ENSMUSG00000025288	1.0
ENSMUSG00000000838	1.0
ENSMUSG00000062170	1.0
ENSMUSG00000071748	1.0
ENSMUSG00000031189	1.0
ENSMUSG00000059690	1.0
ENSMUSG00000035847	0.0547945205479452
ENSMUSG00000045237	1.0
ENSMUSG00000073139	0.25
ENSMUSG00000059401	1.0
ENSMUSG00000031337	0.6
ENSMUSG00000015214	0.3696145124716554
ENSMUSG00000035776	0.5212765957446809
ENSMUSG00000015217	1.0
ENSMUSG00000056380	1.0
ENSMUSG00000073131	0.30952380952380953
ENSMUSG00000073130	1.0
ENSMUSG00000033361	0.0
ENSMUSG00000053593	1.0
ENSMUSG00000005864	1.0
ENSMUSG00000033343	1.0
ENSMUSG00000031340	1.0
ENSMUSG00000043453	1.0
ENSMUSG00000031343	1.0
ENSMUSG00000031344	1.0
ENSMUSG00000031347	0.9895833333333334
ENSMUSG00000031349	1.0
ENSMUSG00000031351	0.3333333333333333
ENSMUSG00000050424	0.0
ENSMUSG00000046287	1.0
ENSMUSG00000079845	0.3333333333333333
ENSMUSG00000057836	0.0
ENSMUSG00000058328	1.0
ENSMUSG00000067771	1.0
ENSMUSG00000071745	1.0
ENSMUSG00000072479	1.0
ENSMUSG00000079566	1.0
ENSMUSG00000073125	1.0
ENSMUSG00000067768	1.0
ENSMUSG00000078317	1.0
ENSMUSG00000031362	0.0
ENSMUSG00000058147	1.0
ENSMUSG00000067764	1.0
ENSMUSG00000109368	1.0
ENSMUSG00000031365	0.9375
ENSMUSG00000096966	1.0
ENSMUSG00000031374	1.0
ENSMUSG00000031372	1.0
ENSMUSG00000031371	0.7868852459016393
ENSMUSG00000031375	1.0
ENSMUSG00000031376	0.9137931034482758
ENSMUSG00000031383	1.0
ENSMUSG00000002012	1.0
ENSMUSG00000019558	0.6
ENSMUSG00000002015	1.0
ENSMUSG00000031378	0.0
ENSMUSG00000031385	1.0
ENSMUSG00000002007	1.0
ENSMUSG00000002010	1.0
ENSMUSG00000002014	1.0
ENSMUSG00000002006	1.0
ENSMUSG00000031391	0.2682602921646746
ENSMUSG00000031389	0.908877783458192
ENSMUSG00000031390	0.10311750599520385
ENSMUSG00000031388	0.5507207492030896
ENSMUSG00000031387	0.9761904761904763
ENSMUSG00000031386	0.17777777777777778
ENSMUSG00000031392	0.299024677281867
ENSMUSG00000031393	0.3333333333333333
ENSMUSG00000031394	0.3333333333333333
ENSMUSG00000062564	1.0
ENSMUSG00000031397	1.0
ENSMUSG00000031328	0.40480186480186475
ENSMUSG00000001964	0.1962365591397849
ENSMUSG00000008682	0.5000360703516138
ENSMUSG00000019088	0.3333333333333333
ENSMUSG00000009995	0.7608151572126776
ENSMUSG00000019087	0.38238636363636364
ENSMUSG00000015291	0.043678160919540236
ENSMUSG00000001962	1.0
ENSMUSG00000031398	1.0
ENSMUSG00000015289	0.0
ENSMUSG00000015290	1.0
ENSMUSG00000032806	0.9245283018867925
ENSMUSG00000031399	0.9727272727272727
ENSMUSG00000004221	0.3675255226057365
ENSMUSG00000031400	1.0
ENSMUSG00000079536	1.0
ENSMUSG00000043715	1.0
ENSMUSG00000051706	1.0
ENSMUSG00000079534	1.0
ENSMUSG00000079532	1.0
ENSMUSG00000079531	1.0
ENSMUSG00000032750	0.3333333333333333
ENSMUSG00000031403	0.05691056910569106
ENSMUSG00000031402	0.3957287157287157
ENSMUSG00000073094	1.0
ENSMUSG00000031196	0.15387205387205385
ENSMUSG00000031198	1.0
ENSMUSG00000090110	1.0
ENSMUSG00000031200	1.0
ENSMUSG00000031201	0.370642937309604
ENSMUSG00000031197	1.0
ENSMUSG00000031202	1.0
ENSMUSG00000016382	0.8481848184818482
ENSMUSG00000071738	1.0
ENSMUSG00000073085	1.0
ENSMUSG00000079525	1.0
ENSMUSG00000025246	1.0
ENSMUSG00000035725	0.853448275862069
ENSMUSG00000000003	0.3333333333333333
ENSMUSG00000079522	1.0
ENSMUSG00000044121	1.0
ENSMUSG00000067684	1.0
ENSMUSG00000079521	1.0
ENSMUSG00000067679	1.0
ENSMUSG00000079519	1.0
ENSMUSG00000035651	1.0
ENSMUSG00000047996	0.0
ENSMUSG00000078315	1.0
ENSMUSG00000073077	0.4601990049751244
ENSMUSG00000046942	1.0
ENSMUSG00000025666	1.0
ENSMUSG00000060673	1.0
ENSMUSG00000045103	0.3146341463414634
ENSMUSG00000035522	1.0
ENSMUSG00000035491	1.0
ENSMUSG00000035476	0.0746268656716418
ENSMUSG00000025059	0.8098312379657946
ENSMUSG00000025058	1.0
ENSMUSG00000035454	1.0
ENSMUSG00000025056	1.0
ENSMUSG00000035427	1.0
ENSMUSG00000052372	0.0
ENSMUSG00000035395	1.0
ENSMUSG00000079513	1.0
ENSMUSG00000035387	1.0
ENSMUSG00000091497	1.0
ENSMUSG00000073069	0.9743589743589743
ENSMUSG00000094861	1.0
ENSMUSG00000096072	1.0
ENSMUSG00000057805	1.0
ENSMUSG00000064129	1.0
ENSMUSG00000061392	1.0
ENSMUSG00000062162	0.9743589743589743
ENSMUSG00000067649	1.0
ENSMUSG00000071726	1.0
ENSMUSG00000035277	1.0
ENSMUSG00000006678	1.0
ENSMUSG00000035246	0.872093023255814
ENSMUSG00000035232	1.0
ENSMUSG00000081044	0.0
ENSMUSG00000079509	0.3333333333333333
ENSMUSG00000035150	0.9836065573770492
ENSMUSG00000043929	0.5
ENSMUSG00000118554	1.0
ENSMUSG00000043549	1.0
ENSMUSG00000079508	1.0
ENSMUSG00000025151	1.0
ENSMUSG00000071723	1.0
ENSMUSG00000073062	1.0
ENSMUSG00000071722	1.0
ENSMUSG00000025656	0.355874530663329
ENSMUSG00000050332	1.0
ENSMUSG00000031204	0.0
ENSMUSG00000109858	1.0
ENSMUSG00000035062	0.3333333333333333
ENSMUSG00000035045	0.0
ENSMUSG00000057421	1.0
ENSMUSG00000031207	1.0
ENSMUSG00000044206	1.0
ENSMUSG00000045802	1.0
ENSMUSG00000031209	0.36
ENSMUSG00000031210	1.0
ENSMUSG00000031212	1.0
ENSMUSG00000034457	1.0
ENSMUSG00000046532	1.0
ENSMUSG00000031214	0.3333333333333333
ENSMUSG00000047694	1.0
ENSMUSG00000031216	0.0
ENSMUSG00000031217	1.0
ENSMUSG00000034403	1.0
ENSMUSG00000071719	1.0
ENSMUSG00000059327	0.9787045252883763
ENSMUSG00000031220	0.8405797101449275
ENSMUSG00000051582	1.0
ENSMUSG00000031221	1.0
ENSMUSG00000067597	1.0
ENSMUSG00000015665	1.0
ENSMUSG00000044359	1.0
ENSMUSG00000060890	0.125
ENSMUSG00000015668	1.0
ENSMUSG00000034311	1.0
ENSMUSG00000019359	1.0
ENSMUSG00000000881	0.6572252374491182
ENSMUSG00000009670	1.0
ENSMUSG00000031297	1.0
ENSMUSG00000046032	0.9563862928348911
ENSMUSG00000042903	0.946236559139785
ENSMUSG00000090141	1.0
ENSMUSG00000031304	0.13872832369942195
ENSMUSG00000079487	1.0
ENSMUSG00000031302	0.6746323529411765
ENSMUSG00000047797	1.0
ENSMUSG00000031310	0.5415200562983814
ENSMUSG00000031311	0.028089887640449437
ENSMUSG00000031312	1.0
ENSMUSG00000031314	0.9962174864795261
ENSMUSG00000034160	1.0
ENSMUSG00000050232	1.0
ENSMUSG00000045010	1.0
ENSMUSG00000046774	1.0
ENSMUSG00000118638	1.0
ENSMUSG00000079481	0.3333333333333333
ENSMUSG00000049191	1.0
ENSMUSG00000079480	1.0
ENSMUSG00000051220	1.0
ENSMUSG00000031320	1.0
ENSMUSG00000051159	0.19847856154910096
ENSMUSG00000067567	1.0
ENSMUSG00000034055	0.7796610169491525
ENSMUSG00000081443	1.0
ENSMUSG00000079479	1.0
ENSMUSG00000073027	0.3333333333333333
ENSMUSG00000067562	1.0
ENSMUSG00000067561	1.0
ENSMUSG00000032894	1.0
ENSMUSG00000031323	1.0
ENSMUSG00000079476	1.0
ENSMUSG00000109745	1.0
ENSMUSG00000082229	1.0
ENSMUSG00000031326	1.0
ENSMUSG00000031327	1.0
ENSMUSG00000031329	1.0
ENSMUSG00000031330	1.0
ENSMUSG00000033965	1.0
ENSMUSG00000056537	1.0
ENSMUSG00000046449	1.0
ENSMUSG00000031333	1.0
ENSMUSG00000073016	1.0
ENSMUSG00000033906	1.0
ENSMUSG00000031224	1.0
ENSMUSG00000031226	1.0
ENSMUSG00000031227	1.0
ENSMUSG00000090132	1.0
ENSMUSG00000031230	1.0
ENSMUSG00000031229	0.4032229751079591
ENSMUSG00000031232	0.1735159817351598
ENSMUSG00000031231	1.0
ENSMUSG00000033792	1.0
ENSMUSG00000033777	1.0
ENSMUSG00000062070	1.0
ENSMUSG00000047242	0.3333333333333333
ENSMUSG00000073012	1.0
ENSMUSG00000033737	0.5
ENSMUSG00000052821	1.0
ENSMUSG00000073010	1.0
ENSMUSG00000047686	1.0
ENSMUSG00000049929	1.0
ENSMUSG00000050921	1.0
ENSMUSG00000054293	0.5
ENSMUSG00000073008	1.0
ENSMUSG00000031239	1.0
ENSMUSG00000031241	1.0
ENSMUSG00000031242	1.0
ENSMUSG00000073007	0.3333333333333333
ENSMUSG00000073006	0.9545454545454546
ENSMUSG00000063663	0.0
ENSMUSG00000031245	1.0
ENSMUSG00000031246	1.0
ENSMUSG00000048621	0.0
ENSMUSG00000056854	1.0
ENSMUSG00000073001	1.0
ENSMUSG00000025665	0.36194599051741905
ENSMUSG00000034551	1.0
ENSMUSG00000034555	1.0
ENSMUSG00000079460	1.0
ENSMUSG00000025525	1.0
ENSMUSG00000025527	0.34782608695652173
ENSMUSG00000025528	1.0
ENSMUSG00000025529	0.23456790123456792
ENSMUSG00000034607	1.0
ENSMUSG00000025531	0.0
ENSMUSG00000025592	0.5245283018867923
ENSMUSG00000025597	0.6929824561403509
ENSMUSG00000050435	1.0
ENSMUSG00000047079	1.0
ENSMUSG00000072995	1.0
ENSMUSG00000082482	1.0
ENSMUSG00000067441	1.0
ENSMUSG00000100194	1.0
ENSMUSG00000100133	1.0
ENSMUSG00000034732	1.0
ENSMUSG00000034755	0.7999999999999999
ENSMUSG00000083616	1.0
ENSMUSG00000055733	1.0
ENSMUSG00000079450	1.0
ENSMUSG00000118415	1.0
ENSMUSG00000121514	1.0
ENSMUSG00000095474	1.0
ENSMUSG00000118430	1.0
ENSMUSG00000121515	1.0
ENSMUSG00000118483	1.0
ENSMUSG00000072049	1.0
ENSMUSG00000121519	1.0
ENSMUSG00000121520	1.0
ENSMUSG00000121521	1.0
ENSMUSG00000121523	1.0
ENSMUSG00000121524	1.0
ENSMUSG00000121525	1.0
ENSMUSG00000121526	1.0
ENSMUSG00000121527	1.0
ENSMUSG00000121528	1.0
ENSMUSG00000121529	1.0
ENSMUSG00000058670	1.0
ENSMUSG00000043569	1.0
ENSMUSG00000034480	1.0
ENSMUSG00000051323	1.0
ENSMUSG00000031250	1.0
ENSMUSG00000067377	0.37142857142857144
ENSMUSG00000031253	1.0
ENSMUSG00000031255	0.5639360639360639
ENSMUSG00000031256	0.28484848484848485
ENSMUSG00000031257	0.42784992784992787
ENSMUSG00000031258	1.0
ENSMUSG00000052549	1.0
ENSMUSG00000067369	0.0
ENSMUSG00000033578	1.0
ENSMUSG00000031262	0.0
ENSMUSG00000000223	1.0
ENSMUSG00000009596	0.0
ENSMUSG00000048007	1.0
ENSMUSG00000031264	0.9841269841269841
ENSMUSG00000079435	1.0
ENSMUSG00000031266	0.3333333333333333
ENSMUSG00000045427	1.0
ENSMUSG00000049804	1.0
ENSMUSG00000033460	1.0
ENSMUSG00000050394	1.0
ENSMUSG00000049047	1.0
ENSMUSG00000033436	1.0
ENSMUSG00000009941	1.0
ENSMUSG00000052676	1.0
ENSMUSG00000079432	1.0
ENSMUSG00000031409	1.0
ENSMUSG00000067360	1.0
ENSMUSG00000094004	1.0
ENSMUSG00000096508	1.0
ENSMUSG00000054994	1.0
ENSMUSG00000031410	0.9210526315789473
ENSMUSG00000031411	1.0
ENSMUSG00000058252	1.0
ENSMUSG00000060726	1.0
ENSMUSG00000072969	1.0
ENSMUSG00000043384	1.0
ENSMUSG00000072966	1.0
ENSMUSG00000048040	1.0
ENSMUSG00000048355	1.0
ENSMUSG00000042750	1.0
ENSMUSG00000057000	0.0
ENSMUSG00000047844	1.0
ENSMUSG00000051579	1.0
ENSMUSG00000054034	0.3333333333333333
ENSMUSG00000050071	1.0
ENSMUSG00000079428	0.0
ENSMUSG00000042712	1.0
ENSMUSG00000046432	0.1076923076923077
ENSMUSG00000057439	1.0
ENSMUSG00000031424	1.0
ENSMUSG00000044550	1.0
ENSMUSG00000049536	1.0
ENSMUSG00000031422	0.42484472049689437
ENSMUSG00000018595	1.0
ENSMUSG00000031425	0.0
ENSMUSG00000043463	1.0
ENSMUSG00000048155	1.0
ENSMUSG00000089996	1.0
ENSMUSG00000089768	1.0
ENSMUSG00000044348	1.0
ENSMUSG00000031428	1.0
ENSMUSG00000042595	1.0
ENSMUSG00000023443	0.3333333333333333
ENSMUSG00000059203	1.0
ENSMUSG00000071686	1.0
ENSMUSG00000052854	1.0
ENSMUSG00000031271	0.2111111111111111
ENSMUSG00000042525	1.0
ENSMUSG00000042515	1.0
ENSMUSG00000051257	1.0
ENSMUSG00000042498	1.0
ENSMUSG00000031438	0.0
ENSMUSG00000042473	1.0
ENSMUSG00000072945	1.0
ENSMUSG00000047230	0.3548387096774194
ENSMUSG00000031434	0.5700460829493086
ENSMUSG00000031433	1.0
ENSMUSG00000072944	0.6
ENSMUSG00000042433	1.0
ENSMUSG00000042425	1.0
ENSMUSG00000031432	1.0
ENSMUSG00000031431	0.7124629756208704
ENSMUSG00000000266	0.47368421052631576
ENSMUSG00000042386	1.0
ENSMUSG00000031430	1.0
ENSMUSG00000031429	0.0
ENSMUSG00000079418	0.9166666666666666
ENSMUSG00000031273	1.0
ENSMUSG00000031274	0.7666666666666667
ENSMUSG00000054667	1.0
ENSMUSG00000042282	1.0
ENSMUSG00000042271	0.3333333333333333
ENSMUSG00000090122	1.0
ENSMUSG00000031278	1.0
ENSMUSG00000047045	0.4
ENSMUSG00000042225	1.0
ENSMUSG00000085584	1.0
ENSMUSG00000031283	0.3333333333333333
ENSMUSG00000031284	0.2160674105707857
ENSMUSG00000067276	1.0
ENSMUSG00000031285	1.0
ENSMUSG00000085139	1.0
ENSMUSG00000041718	0.6563504143412819
ENSMUSG00000041710	1.0
ENSMUSG00000072934	1.0
ENSMUSG00000071679	1.0
ENSMUSG00000041700	0.0
ENSMUSG00000041688	0.41104294478527603
ENSMUSG00000041380	0.46227709190672156
ENSMUSG00000031289	1.0
ENSMUSG00000067262	1.0
ENSMUSG00000031290	0.3333333333333333
ENSMUSG00000095872	1.0
ENSMUSG00000072931	1.0
ENSMUSG00000072930	1.0
ENSMUSG00000079395	1.0
ENSMUSG00000096834	1.0
ENSMUSG00000079387	1.0
ENSMUSG00000094885	1.0
ENSMUSG00000094941	1.0
ENSMUSG00000095621	1.0
ENSMUSG00000072923	1.0
ENSMUSG00000094378	1.0
ENSMUSG00000095082	1.0
ENSMUSG00000041353	0.6470588235294118
ENSMUSG00000025269	0.7436821705426357
ENSMUSG00000025270	1.0
ENSMUSG00000025271	0.4857619795758052
ENSMUSG00000025272	0.6666666666666666
ENSMUSG00000025268	0.4
ENSMUSG00000025266	0.3333333333333333
ENSMUSG00000025265	1.0
ENSMUSG00000025264	1.0
