Gene stable ID	Drosophila melanogaster (Fruit fly) gene stable ID	Drosophila melanogaster (Fruit fly) homology type
ENSG00000172352	FBgn0037027	ortholog_many2many
ENSG00000172352	FBgn0035169	ortholog_many2many
ENSG00000172352	FBgn0033761	ortholog_many2many
ENSG00000172352	FBgn0038049	ortholog_many2many
ENSG00000172352	FBgn0039531	ortholog_many2many
ENSG00000172288	FBgn0027793	ortholog_many2many
ENSG00000172288	FBgn0037027	ortholog_many2many
ENSG00000172288	FBgn0035169	ortholog_many2many
ENSG00000172288	FBgn0033761	ortholog_many2many
ENSG00000172288	FBgn0038049	ortholog_many2many
ENSG00000172288	FBgn0039531	ortholog_many2many
ENSG00000233803	FBgn0015268	ortholog_many2many
ENSG00000233803	FBgn0040345	ortholog_many2many
ENSG00000233803	FBgn0267366	ortholog_many2many
ENSG00000233803	FBgn0014879	ortholog_many2many
ENSG00000229549	FBgn0015268	ortholog_many2many
ENSG00000229549	FBgn0040345	ortholog_many2many
ENSG00000229549	FBgn0267366	ortholog_many2many
ENSG00000229549	FBgn0014879	ortholog_many2many
ENSG00000228927	FBgn0015268	ortholog_many2many
ENSG00000228927	FBgn0040345	ortholog_many2many
ENSG00000228927	FBgn0267366	ortholog_many2many
ENSG00000228927	FBgn0014879	ortholog_many2many
ENSG00000258992	FBgn0015268	ortholog_many2many
ENSG00000258992	FBgn0040345	ortholog_many2many
ENSG00000258992	FBgn0267366	ortholog_many2many
ENSG00000258992	FBgn0014879	ortholog_many2many
ENSG00000238074	FBgn0015268	ortholog_many2many
ENSG00000238074	FBgn0040345	ortholog_many2many
ENSG00000238074	FBgn0267366	ortholog_many2many
ENSG00000238074	FBgn0014879	ortholog_many2many
ENSG00000236424	FBgn0015268	ortholog_many2many
ENSG00000236424	FBgn0040345	ortholog_many2many
ENSG00000236424	FBgn0267366	ortholog_many2many
ENSG00000236424	FBgn0014879	ortholog_many2many
ENSG00000168757	FBgn0015268	ortholog_many2many
ENSG00000168757	FBgn0040345	ortholog_many2many
ENSG00000168757	FBgn0267366	ortholog_many2many
ENSG00000168757	FBgn0014879	ortholog_many2many
ENSG00000154646	FBgn0250841	ortholog_many2many
ENSG00000154646	FBgn0003319	ortholog_many2many
ENSG00000154646	FBgn0030027	ortholog_many2many
ENSG00000142207	FBgn0038968	ortholog_one2one
ENSG00000198743	FBgn0029950	ortholog_many2many
ENSG00000198743	FBgn0250757	ortholog_many2many
ENSG00000198743	FBgn0037895	ortholog_many2many
ENSG00000198743	FBgn0039872	ortholog_many2many
ENSG00000198743	FBgn0039873	ortholog_many2many
ENSG00000198743	FBgn0017448	ortholog_many2many
ENSG00000198743	FBgn0053124	ortholog_many2many
ENSG00000198743	FBgn0051668	ortholog_many2many
ENSG00000198743	FBgn0031998	ortholog_many2many
ENSG00000198743	FBgn0051262	ortholog_many2many
ENSG00000159259	FBgn0033526	ortholog_one2one
ENSG00000156304	FBgn0034598	ortholog_one2many
ENSG00000142149	FBgn0033915	ortholog_many2many
ENSG00000142149	FBgn0262617	ortholog_many2many
ENSG00000159086	FBgn0037466	ortholog_one2many
ENSG00000027001	FBgn0033038	ortholog_one2one
ENSG00000102781	FBgn0040208	ortholog_many2many
ENSG00000102781	FBgn0037375	ortholog_many2many
ENSG00000102781	FBgn0031519	ortholog_many2many
ENSG00000102753	FBgn0027338	ortholog_many2many
ENSG00000102753	FBgn0035657	ortholog_many2many
ENSG00000205726	FBgn0023388	ortholog_many2many
ENSG00000205726	FBgn0035060	ortholog_many2many
ENSG00000165475	FBgn0286508	ortholog_one2many
ENSG00000165475	FBgn0033949	ortholog_one2many
ENSG00000102547	FBgn0017572	ortholog_one2many
ENSG00000120675	FBgn0036173	ortholog_one2many
ENSG00000132970	FBgn0041781	ortholog_one2many
ENSG00000133110	FBgn0263038	ortholog_many2many
ENSG00000133110	FBgn0032666	ortholog_many2many
ENSG00000102531	FBgn0259735	ortholog_one2many
ENSG00000183722	FBgn0035085	ortholog_one2many
ENSG00000241837	FBgn0016691	ortholog_one2one
ENSG00000136122	FBgn0259791	ortholog_one2one
ENSG00000157551	FBgn0039081	ortholog_many2many
ENSG00000157551	FBgn0032706	ortholog_many2many
ENSG00000157551	FBgn0265042	ortholog_many2many
ENSG00000156239	FBgn0031454	ortholog_one2one
ENSG00000136158	FBgn0014388	ortholog_one2many
ENSG00000120686	FBgn0085220	ortholog_one2one
ENSG00000102554	FBgn0040765	ortholog_many2many
ENSG00000102554	FBgn0034946	ortholog_many2many
ENSG00000157617	FBgn0034420	ortholog_one2many
ENSG00000134882	FBgn0030753	ortholog_one2many
ENSG00000133119	FBgn0028700	ortholog_one2one
ENSG00000159228	FBgn0027583	ortholog_many2many
ENSG00000159228	FBgn0051546	ortholog_many2many
ENSG00000159228	FBgn0051548	ortholog_many2many
ENSG00000159231	FBgn0027583	ortholog_many2many
ENSG00000159231	FBgn0051546	ortholog_many2many
ENSG00000159231	FBgn0051548	ortholog_many2many
ENSG00000159231	FBgn0261446	ortholog_many2many
ENSG00000159231	FBgn0051549	ortholog_many2many
ENSG00000159231	FBgn0037354	ortholog_many2many
ENSG00000159231	FBgn0040349	ortholog_many2many
ENSG00000166979	FBgn0052476	ortholog_one2one
ENSG00000152192	FBgn0000028	ortholog_many2many
ENSG00000159079	FBgn0040696	ortholog_one2one
ENSG00000141401	FBgn0036551	ortholog_many2many
ENSG00000141401	FBgn0036552	ortholog_many2many
ENSG00000141401	FBgn0036553	ortholog_many2many
ENSG00000141401	FBgn0036550	ortholog_many2many
ENSG00000242220	FBgn0011020	ortholog_one2many
ENSG00000065150	FBgn0087013	ortholog_many2many
ENSG00000184900	FBgn0264922	ortholog_one2many
ENSG00000154719	FBgn0036462	ortholog_one2one
ENSG00000159263	FBgn0262139	ortholog_many2many
ENSG00000159263	FBgn0266411	ortholog_many2many
ENSG00000160208	FBgn0022069	ortholog_one2many
ENSG00000160209	FBgn0085484	ortholog_one2one
ENSG00000178127	FBgn0036706	ortholog_one2many
ENSG00000178127	FBgn0030853	ortholog_one2many
ENSG00000154889	FBgn0031997	ortholog_one2one
ENSG00000160214	FBgn0022069	ortholog_one2many
ENSG00000160216	FBgn0036622	ortholog_many2many
ENSG00000160216	FBgn0036623	ortholog_many2many
ENSG00000120688	FBgn0031287	ortholog_one2one
ENSG00000139514	FBgn0037203	ortholog_many2many
ENSG00000139514	FBgn0036764	ortholog_many2many
ENSG00000139514	FBgn0036493	ortholog_many2many
ENSG00000139514	FBgn0039844	ortholog_many2many
ENSG00000139514	FBgn0002778	ortholog_many2many
ENSG00000101489	FBgn0262475	ortholog_many2many
ENSG00000101489	FBgn0000114	ortholog_many2many
ENSG00000101489	FBgn0035047	ortholog_many2many
ENSG00000160218	FBgn0038303	ortholog_one2one
ENSG00000241945	FBgn0033557	ortholog_one2one
ENSG00000136152	FBgn0031536	ortholog_one2one
ENSG00000157540	FBgn0259168	ortholog_many2many
ENSG00000017797	FBgn0026056	ortholog_one2one
ENSG00000083520	FBgn0039183	ortholog_one2one
ENSG00000133103	FBgn0033401	ortholog_one2one
ENSG00000099917	FBgn0027592	ortholog_one2one
ENSG00000152242	FBgn0037944	ortholog_one2many
ENSG00000160199	FBgn0001235	ortholog_many2many
ENSG00000160199	FBgn0000611	ortholog_many2many
ENSG00000160199	FBgn0033749	ortholog_many2many
ENSG00000160199	FBgn0033748	ortholog_many2many
ENSG00000160200	FBgn0031148	ortholog_one2one
ENSG00000141425	FBgn0035318	ortholog_one2many
ENSG00000152214	FBgn0265605	ortholog_one2one
ENSG00000212710	FBgn0286898	ortholog_one2many
ENSG00000182968	FBgn0029123	ortholog_one2one
ENSG00000160202	FBgn0031037	ortholog_many2many
ENSG00000160202	FBgn0001227	ortholog_many2many
ENSG00000160202	FBgn0011296	ortholog_many2many
ENSG00000160202	FBgn0001224	ortholog_many2many
ENSG00000160202	FBgn0001225	ortholog_many2many
ENSG00000160202	FBgn0001229	ortholog_many2many
ENSG00000160202	FBgn0001223	ortholog_many2many
ENSG00000160201	FBgn0017457	ortholog_one2many
ENSG00000100365	FBgn0034264	ortholog_many2many
ENSG00000185950	FBgn0024248	ortholog_one2many
ENSG00000133115	FBgn0260657	ortholog_one2many
ENSG00000185917	FBgn0053230	ortholog_one2one
ENSG00000141639	FBgn0286813	ortholog_many2many
ENSG00000141639	FBgn0030697	ortholog_many2many
ENSG00000141622	FBgn0037944	ortholog_one2many
ENSG00000204442	FBgn0053988	ortholog_one2many
ENSG00000173638	FBgn0037845	ortholog_many2many
ENSG00000173638	FBgn0037846	ortholog_many2many
ENSG00000173638	FBgn0032449	ortholog_many2many
ENSG00000126216	FBgn0028901	ortholog_one2many
ENSG00000126216	FBgn0001612	ortholog_one2many
ENSG00000091164	FBgn0035631	ortholog_one2one
ENSG00000176177	FBgn0028582	ortholog_many2many
ENSG00000134030	FBgn0032156	ortholog_one2many
ENSG00000186976	FBgn0010423	ortholog_many2many
ENSG00000186976	FBgn0010424	ortholog_many2many
ENSG00000186976	FBgn0013348	ortholog_many2many
ENSG00000185974	FBgn0261988	ortholog_many2many
ENSG00000139797	FBgn0038772	ortholog_one2many
ENSG00000102539	FBgn0038139	ortholog_many2many
ENSG00000102539	FBgn0038140	ortholog_many2many
ENSG00000102539	FBgn0037100	ortholog_many2many
ENSG00000102539	FBgn0038201	ortholog_many2many
ENSG00000125820	FBgn0024321	ortholog_many2many
ENSG00000125820	FBgn0287186	ortholog_many2many
ENSG00000125820	FBgn0040318	ortholog_many2many
ENSG00000173404	FBgn0028999	ortholog_one2many
ENSG00000160193	FBgn0029857	ortholog_one2one
ENSG00000132640	FBgn0030228	ortholog_many2many
ENSG00000132640	FBgn0262871	ortholog_many2many
ENSG00000132640	FBgn0031098	ortholog_many2many
ENSG00000134779	FBgn0036236	ortholog_one2one
ENSG00000100316	FBgn0020910	ortholog_one2many
ENSG00000154727	FBgn0004510	ortholog_one2one
ENSG00000125816	FBgn0024321	ortholog_many2many
ENSG00000125816	FBgn0287186	ortholog_many2many
ENSG00000125816	FBgn0040318	ortholog_many2many
ENSG00000125851	FBgn0023179	ortholog_one2one
ENSG00000159212	FBgn0050000	ortholog_many2many
ENSG00000159212	FBgn0031117	ortholog_many2many
ENSG00000159212	FBgn0050005	ortholog_many2many
ENSG00000159212	FBgn0027590	ortholog_many2many
ENSG00000159212	FBgn0034354	ortholog_many2many
ENSG00000159212	FBgn0033381	ortholog_many2many
ENSG00000159212	FBgn0063495	ortholog_many2many
ENSG00000159212	FBgn0063494	ortholog_many2many
ENSG00000159212	FBgn0063493	ortholog_many2many
ENSG00000159212	FBgn0063492	ortholog_many2many
ENSG00000159212	FBgn0063496	ortholog_many2many
ENSG00000159212	FBgn0063491	ortholog_many2many
ENSG00000159212	FBgn0034335	ortholog_many2many
ENSG00000159212	FBgn0063498	ortholog_many2many
ENSG00000159212	FBgn0063499	ortholog_many2many
ENSG00000159212	FBgn0063497	ortholog_many2many
ENSG00000159212	FBgn0030529	ortholog_many2many
ENSG00000136156	FBgn0031285	ortholog_one2many
ENSG00000088876	FBgn0260741	ortholog_many2many
ENSG00000088876	FBgn0036522	ortholog_many2many
ENSG00000088876	FBgn0024975	ortholog_many2many
ENSG00000101230	FBgn0031850	ortholog_one2many
ENSG00000166479	FBgn0033663	ortholog_many2many
ENSG00000166479	FBgn0036579	ortholog_many2many
ENSG00000166479	FBgn0286818	ortholog_many2many
ENSG00000198553	FBgn0034636	ortholog_many2many
ENSG00000088930	FBgn0031868	ortholog_one2one
ENSG00000159082	FBgn0034691	ortholog_many2many
ENSG00000159082	FBgn0038890	ortholog_many2many
ENSG00000159082	FBgn0034179	ortholog_many2many
ENSG00000159082	FBgn0030761	ortholog_many2many
ENSG00000100347	FBgn0033989	ortholog_one2one
ENSG00000125870	FBgn0003449	ortholog_one2many
ENSG00000175354	FBgn0267487	ortholog_one2one
ENSG00000101474	FBgn0041780	ortholog_one2many
ENSG00000101474	FBgn0015737	ortholog_one2many
ENSG00000180138	FBgn0031441	ortholog_many2many
ENSG00000180138	FBgn0027889	ortholog_many2many
ENSG00000185272	FBgn0031224	ortholog_one2many
ENSG00000133107	FBgn0003861	ortholog_many2many
ENSG00000133107	FBgn0005614	ortholog_many2many
ENSG00000133107	FBgn0032593	ortholog_many2many
ENSG00000100106	FBgn0003016	ortholog_one2many
ENSG00000149435	FBgn0030932	ortholog_many2many
ENSG00000149435	FBgn0025837	ortholog_many2many
ENSG00000185658	FBgn0011785	ortholog_one2many
ENSG00000125868	FBgn0030951	ortholog_many2many
ENSG00000125868	FBgn0011726	ortholog_many2many
ENSG00000215397	FBgn0035481	ortholog_many2many
ENSG00000215397	FBgn0004880	ortholog_many2many
ENSG00000215397	FBgn0035144	ortholog_many2many
ENSG00000205593	FBgn0029756	ortholog_one2many
ENSG00000080618	FBgn0035780	ortholog_many2many
ENSG00000080618	FBgn0035791	ortholog_many2many
ENSG00000080618	FBgn0035779	ortholog_many2many
ENSG00000080618	FBgn0035781	ortholog_many2many
ENSG00000080618	FBgn0052379	ortholog_many2many
ENSG00000080618	FBgn0032144	ortholog_many2many
ENSG00000080618	FBgn0259149	ortholog_many2many
ENSG00000080618	FBgn0032143	ortholog_many2many
ENSG00000080618	FBgn0033241	ortholog_many2many
ENSG00000080618	FBgn0039073	ortholog_many2many
ENSG00000080618	FBgn0029807	ortholog_many2many
ENSG00000080618	FBgn0029804	ortholog_many2many
ENSG00000080618	FBgn0035777	ortholog_many2many
ENSG00000080618	FBgn0031929	ortholog_many2many
ENSG00000080618	FBgn0031930	ortholog_many2many
ENSG00000080618	FBgn0035718	ortholog_many2many
ENSG00000080618	FBgn0033774	ortholog_many2many
ENSG00000136167	FBgn0024238	ortholog_one2many
ENSG00000100422	FBgn0030300	ortholog_many2many
ENSG00000100422	FBgn0052484	ortholog_many2many
ENSG00000100422	FBgn0037315	ortholog_many2many
ENSG00000134504	FBgn0034636	ortholog_many2many
ENSG00000100239	FBgn0035688	ortholog_one2many
ENSG00000102452	FBgn0002917	ortholog_one2one
ENSG00000166573	FBgn0039396	ortholog_one2many
ENSG00000198795	FBgn0033252	ortholog_one2many
ENSG00000182093	FBgn0002622	ortholog_one2many
ENSG00000101384	FBgn0004197	ortholog_many2many
ENSG00000101384	FBgn0000463	ortholog_many2many
ENSG00000182858	FBgn0037743	ortholog_one2one
ENSG00000100321	FBgn0033876	ortholog_one2many
ENSG00000089057	FBgn0037807	ortholog_one2many
ENSG00000100311	FBgn0030964	ortholog_one2many
ENSG00000182240	FBgn0032304	ortholog_many2many
ENSG00000182240	FBgn0032303	ortholog_many2many
ENSG00000182240	FBgn0032049	ortholog_many2many
ENSG00000182240	FBgn0053128	ortholog_many2many
ENSG00000186732	FBgn0036028	ortholog_one2many
ENSG00000130943	FBgn0041195	ortholog_many2many
ENSG00000100124	FBgn0260005	ortholog_one2many
ENSG00000136146	FBgn0035754	ortholog_one2one
ENSG00000102683	FBgn0025391	ortholog_one2many
ENSG00000089123	FBgn0263602	ortholog_one2one
ENSG00000160179	FBgn0031516	ortholog_many2many
ENSG00000160179	FBgn0031220	ortholog_many2many
ENSG00000160179	FBgn0020762	ortholog_many2many
ENSG00000160179	FBgn0003996	ortholog_many2many
ENSG00000160179	FBgn0003515	ortholog_many2many
ENSG00000160179	FBgn0051121	ortholog_many2many
ENSG00000160179	FBgn0031449	ortholog_many2many
ENSG00000160179	FBgn0052091	ortholog_many2many
ENSG00000139746	FBgn0002044	ortholog_one2many
ENSG00000180205	FBgn0039527	ortholog_one2many
ENSG00000100300	FBgn0031263	ortholog_one2many
ENSG00000102780	FBgn0261549	ortholog_many2many
ENSG00000102780	FBgn0085413	ortholog_many2many
ENSG00000180305	FBgn0039527	ortholog_one2many
ENSG00000101445	FBgn0036801	ortholog_one2many
ENSG00000134490	FBgn0042641	ortholog_many2many
ENSG00000160183	FBgn0250841	ortholog_many2many
ENSG00000160183	FBgn0003319	ortholog_many2many
ENSG00000101452	FBgn0031631	ortholog_one2one
ENSG00000100220	FBgn0032781	ortholog_one2one
ENSG00000136143	FBgn0037643	ortholog_one2one
ENSG00000160185	FBgn0039137	ortholog_one2many
ENSG00000128245	FBgn0004907	ortholog_one2many
ENSG00000134759	FBgn0033540	ortholog_one2one
ENSG00000128203	FBgn0034075	ortholog_one2many
ENSG00000100104	FBgn0038582	ortholog_one2one
ENSG00000100109	FBgn0024191	ortholog_one2one
ENSG00000139826	FBgn0025109	ortholog_one2one
ENSG00000139684	FBgn0038771	ortholog_one2one
ENSG00000160188	FBgn0032478	ortholog_one2one
ENSG00000102468	FBgn0087012	ortholog_one2many
ENSG00000160190	FBgn0010497	ortholog_many2many
ENSG00000160190	FBgn0028513	ortholog_many2many
ENSG00000160190	FBgn0024315	ortholog_many2many
ENSG00000160190	FBgn0029727	ortholog_many2many
ENSG00000160190	FBgn0034611	ortholog_many2many
ENSG00000160190	FBgn0039886	ortholog_many2many
ENSG00000160190	FBgn0033048	ortholog_many2many
ENSG00000160190	FBgn0050265	ortholog_many2many
ENSG00000160190	FBgn0034782	ortholog_many2many
ENSG00000160190	FBgn0050272	ortholog_many2many
ENSG00000160190	FBgn0034785	ortholog_many2many
ENSG00000160190	FBgn0034392	ortholog_many2many
ENSG00000160190	FBgn0034784	ortholog_many2many
ENSG00000160190	FBgn0034394	ortholog_many2many
ENSG00000160190	FBgn0033234	ortholog_many2many
ENSG00000160190	FBgn0010651	ortholog_many2many
ENSG00000160190	FBgn0034783	ortholog_many2many
ENSG00000160190	FBgn0031424	ortholog_many2many
ENSG00000083544	FBgn0036450	ortholog_one2one
ENSG00000133104	FBgn0037265	ortholog_one2one
ENSG00000278195	FBgn0036260	ortholog_many2many
ENSG00000180083	FBgn0039527	ortholog_one2many
ENSG00000187045	FBgn0250841	ortholog_many2many
ENSG00000187045	FBgn0003319	ortholog_many2many
ENSG00000102572	FBgn0266465	ortholog_one2many
ENSG00000150637	FBgn0000636	ortholog_one2many
ENSG00000183943	FBgn0000489	ortholog_one2one
ENSG00000100014	FBgn0025633	ortholog_many2many
ENSG00000100014	FBgn0015008	ortholog_many2many
ENSG00000136161	FBgn0000247	ortholog_many2many
ENSG00000136161	FBgn0031344	ortholog_many2many
ENSG00000136161	FBgn0002638	ortholog_many2many
ENSG00000197563	FBgn0033479	ortholog_one2many
ENSG00000197563	FBgn0037915	ortholog_one2many
ENSG00000197563	FBgn0037916	ortholog_one2many
ENSG00000197563	FBgn0039010	ortholog_one2many
ENSG00000197563	FBgn0039518	ortholog_one2many
ENSG00000128271	FBgn0039747	ortholog_one2many
ENSG00000102445	FBgn0034694	ortholog_many2many
ENSG00000100024	FBgn0037513	ortholog_one2one
ENSG00000197496	FBgn0031520	ortholog_many2many
ENSG00000197496	FBgn0015230	ortholog_many2many
ENSG00000197496	FBgn0038414	ortholog_many2many
ENSG00000197496	FBgn0038415	ortholog_many2many
ENSG00000197496	FBgn0038416	ortholog_many2many
ENSG00000197496	FBgn0029932	ortholog_many2many
ENSG00000197496	FBgn0034045	ortholog_many2many
ENSG00000197496	FBgn0031523	ortholog_many2many
ENSG00000197496	FBgn0031522	ortholog_many2many
ENSG00000197496	FBgn0053282	ortholog_many2many
ENSG00000197496	FBgn0031517	ortholog_many2many
ENSG00000197496	FBgn0037485	ortholog_many2many
ENSG00000197496	FBgn0037486	ortholog_many2many
ENSG00000197496	FBgn0053281	ortholog_many2many
ENSG00000197496	FBgn0037386	ortholog_many2many
ENSG00000197496	FBgn0033644	ortholog_many2many
ENSG00000197496	FBgn0050035	ortholog_many2many
ENSG00000197496	FBgn0036066	ortholog_many2many
ENSG00000197496	FBgn0052053	ortholog_many2many
ENSG00000197496	FBgn0262007	ortholog_many2many
ENSG00000197496	FBgn0052054	ortholog_many2many
ENSG00000197496	FBgn0262008	ortholog_many2many
ENSG00000197496	FBgn0028562	ortholog_many2many
ENSG00000197496	FBgn0028561	ortholog_many2many
ENSG00000197496	FBgn0028563	ortholog_many2many
ENSG00000197496	FBgn0033047	ortholog_many2many
ENSG00000197496	FBgn0034247	ortholog_many2many
ENSG00000197496	FBgn0036316	ortholog_many2many
ENSG00000197496	FBgn0028560	ortholog_many2many
ENSG00000169084	FBgn0033204	ortholog_one2one
ENSG00000100028	FBgn0023167	ortholog_one2one
ENSG00000124249	FBgn0037690	ortholog_many2many
ENSG00000124249	FBgn0038165	ortholog_many2many
ENSG00000124249	FBgn0038621	ortholog_many2many
ENSG00000124249	FBgn0259242	ortholog_many2many
ENSG00000011201	FBgn0039155	ortholog_one2one
ENSG00000080189	FBgn0035449	ortholog_one2one
ENSG00000100031	FBgn0030932	ortholog_many2many
ENSG00000100031	FBgn0025837	ortholog_many2many
ENSG00000169093	FBgn0032077	ortholog_one2many
ENSG00000004961	FBgn0038925	ortholog_one2one
ENSG00000134905	FBgn0033900	ortholog_one2one
ENSG00000146938	FBgn0034076	ortholog_many2many
ENSG00000146938	FBgn0010052	ortholog_many2many
ENSG00000146938	FBgn0015570	ortholog_many2many
ENSG00000146938	FBgn0015569	ortholog_many2many
ENSG00000146938	FBgn0015577	ortholog_many2many
ENSG00000146938	FBgn0015575	ortholog_many2many
ENSG00000146938	FBgn0034736	ortholog_many2many
ENSG00000146938	FBgn0261393	ortholog_many2many
ENSG00000146938	FBgn0032132	ortholog_many2many
ENSG00000146938	FBgn0015568	ortholog_many2many
ENSG00000146938	FBgn0015572	ortholog_many2many
ENSG00000146938	FBgn0032131	ortholog_many2many
ENSG00000146938	FBgn0027584	ortholog_many2many
ENSG00000146938	FBgn0015576	ortholog_many2many
ENSG00000146938	FBgn0015574	ortholog_many2many
ENSG00000146938	FBgn0015571	ortholog_many2many
ENSG00000146938	FBgn0001114	ortholog_many2many
ENSG00000146938	FBgn0032058	ortholog_many2many
ENSG00000146938	FBgn0032057	ortholog_many2many
ENSG00000146938	FBgn0000592	ortholog_many2many
ENSG00000146938	FBgn0000594	ortholog_many2many
ENSG00000124151	FBgn0041092	ortholog_one2many
ENSG00000100030	FBgn0003256	ortholog_one2one
ENSG00000100330	FBgn0035945	ortholog_many2many
ENSG00000100330	FBgn0025742	ortholog_many2many
ENSG00000100330	FBgn0028497	ortholog_many2many
ENSG00000100330	FBgn0025802	ortholog_many2many
ENSG00000100330	FBgn0030735	ortholog_many2many
ENSG00000100330	FBgn0030582	ortholog_many2many
ENSG00000120662	FBgn0032486	ortholog_many2many
ENSG00000172766	FBgn0031020	ortholog_one2many
ENSG00000147027	FBgn0266409	ortholog_one2many
ENSG00000197976	FBgn0010772	ortholog_one2one
ENSG00000102763	FBgn0040234	ortholog_one2one
ENSG00000149970	FBgn0286070	ortholog_one2many
ENSG00000139910	FBgn0261552	ortholog_many2many
ENSG00000139910	FBgn0285926	ortholog_many2many
ENSG00000139910	FBgn0262737	ortholog_many2many
ENSG00000142178	FBgn0033915	ortholog_many2many
ENSG00000142178	FBgn0262617	ortholog_many2many
ENSG00000075643	FBgn0002641	ortholog_one2one
ENSG00000213995	FBgn0036848	ortholog_one2one
ENSG00000151413	FBgn0032986	ortholog_one2one
ENSG00000054793	FBgn0030746	ortholog_many2many
ENSG00000054793	FBgn0030747	ortholog_many2many
ENSG00000054793	FBgn0051729	ortholog_many2many
ENSG00000133313	FBgn0287767	ortholog_one2one
ENSG00000141959	FBgn0003071	ortholog_one2many
ENSG00000196139	FBgn0037973	ortholog_many2many
ENSG00000196139	FBgn0037975	ortholog_many2many
ENSG00000196139	FBgn0036183	ortholog_many2many
ENSG00000120158	FBgn0020909	ortholog_one2one
ENSG00000100359	FBgn0038304	ortholog_one2one
ENSG00000134020	FBgn0037433	ortholog_many2many
ENSG00000134020	FBgn0037432	ortholog_many2many
ENSG00000134020	FBgn0011294	ortholog_many2many
ENSG00000168546	FBgn0262869	ortholog_one2many
ENSG00000089101	FBgn0050268	ortholog_one2many
ENSG00000089101	FBgn0050275	ortholog_one2many
ENSG00000185736	FBgn0263603	ortholog_many2many
ENSG00000185736	FBgn0032515	ortholog_many2many
ENSG00000185736	FBgn0035571	ortholog_many2many
ENSG00000185736	FBgn0035608	ortholog_many2many
