Gene stable ID	Drosophila melanogaster (Fruit fly) gene stable ID	Drosophila melanogaster (Fruit fly) homology type
ENSMUSG00000020601	FBgn0028978	ortholog_one2many
ENSMUSG00000033863	FBgn0040765	ortholog_many2many
ENSMUSG00000025075	FBgn0051205	ortholog_many2many
ENSMUSG00000025075	FBgn0025383	ortholog_many2many
ENSMUSG00000025075	FBgn0050289	ortholog_many2many
ENSMUSG00000025075	FBgn0031058	ortholog_many2many
ENSMUSG00000025075	FBgn0050288	ortholog_many2many
ENSMUSG00000025075	FBgn0053225	ortholog_many2many
ENSMUSG00000025075	FBgn0050287	ortholog_many2many
ENSMUSG00000025075	FBgn0069056	ortholog_many2many
ENSMUSG00000025075	FBgn0260477	ortholog_many2many
ENSMUSG00000025075	FBgn0050414	ortholog_many2many
ENSMUSG00000025075	FBgn0040341	ortholog_many2many
ENSMUSG00000035142	FBgn0032986	ortholog_one2one
ENSMUSG00000053644	FBgn0036857	ortholog_one2one
ENSMUSG00000021242	FBgn0031381	ortholog_one2one
ENSMUSG00000021241	FBgn0039205	ortholog_one2one
ENSMUSG00000024943	FBgn0052438	ortholog_one2one
ENSMUSG00000021010	FBgn0262139	ortholog_many2many
ENSMUSG00000021010	FBgn0266411	ortholog_many2many
ENSMUSG00000008301	FBgn0033380	ortholog_one2one
ENSMUSG00000074925	FBgn0027296	ortholog_one2one
ENSMUSG00000024897	FBgn0052677	ortholog_one2many
ENSMUSG00000024812	FBgn0262614	ortholog_many2many
ENSMUSG00000017843	FBgn0042693	ortholog_one2many
ENSMUSG00000022821	FBgn0040211	ortholog_one2one
ENSMUSG00000061808	FBgn0050016	ortholog_one2many
ENSMUSG00000022820	FBgn0033961	ortholog_one2one
ENSMUSG00000060657	FBgn0039972	ortholog_one2one
ENSMUSG00000059363	FBgn0030092	ortholog_one2one
ENSMUSG00000060739	FBgn0025366	ortholog_one2one
ENSMUSG00000033382	FBgn0260655	ortholog_one2one
ENSMUSG00000042350	FBgn0031384	ortholog_one2one
ENSMUSG00000034158	FBgn0052687	ortholog_one2one
ENSMUSG00000046961	FBgn0027575	ortholog_many2many
ENSMUSG00000074922	FBgn0031895	ortholog_one2many
ENSMUSG00000041731	FBgn0003076	ortholog_many2many
ENSMUSG00000022812	FBgn0003371	ortholog_many2many
ENSMUSG00000022812	FBgn0046332	ortholog_many2many
ENSMUSG00000021360	FBgn0015360	ortholog_many2many
ENSMUSG00000021360	FBgn0030634	ortholog_many2many
ENSMUSG00000058927	FBgn0086907	ortholog_many2many
ENSMUSG00000049134	FBgn0050147	ortholog_many2many
ENSMUSG00000022678	FBgn0036059	ortholog_one2many
ENSMUSG00000018707	FBgn0261797	ortholog_one2one
ENSMUSG00000038683	FBgn0030630	ortholog_one2one
ENSMUSG00000021243	FBgn0010520	ortholog_one2one
ENSMUSG00000021361	FBgn0034902	ortholog_one2one
ENSMUSG00000021270	FBgn0001233	ortholog_one2many
ENSMUSG00000024600	FBgn0038730	ortholog_many2many
ENSMUSG00000024600	FBgn0038731	ortholog_many2many
ENSMUSG00000024600	FBgn0038733	ortholog_many2many
ENSMUSG00000024600	FBgn0035642	ortholog_many2many
ENSMUSG00000024600	FBgn0035641	ortholog_many2many
ENSMUSG00000024600	FBgn0038732	ortholog_many2many
ENSMUSG00000024600	FBgn0038734	ortholog_many2many
ENSMUSG00000024600	FBgn0033733	ortholog_many2many
ENSMUSG00000024600	FBgn0037996	ortholog_many2many
ENSMUSG00000024600	FBgn0035006	ortholog_many2many
ENSMUSG00000024600	FBgn0034553	ortholog_many2many
ENSMUSG00000024600	FBgn0034552	ortholog_many2many
ENSMUSG00000024600	FBgn0265187	ortholog_many2many
ENSMUSG00000024600	FBgn0267828	ortholog_many2many
ENSMUSG00000024600	FBgn0034999	ortholog_many2many
ENSMUSG00000024600	FBgn0027601	ortholog_many2many
ENSMUSG00000024600	FBgn0027348	ortholog_many2many
ENSMUSG00000024600	FBgn0286723	ortholog_many2many
ENSMUSG00000022982	FBgn0003462	ortholog_one2one
ENSMUSG00000020593	FBgn0263593	ortholog_one2many
ENSMUSG00000022983	FBgn0034598	ortholog_one2many
ENSMUSG00000024601	FBgn0039850	ortholog_one2many
ENSMUSG00000024601	FBgn0035044	ortholog_one2many
ENSMUSG00000033965	FBgn0031012	ortholog_many2many
ENSMUSG00000033965	FBgn0259834	ortholog_many2many
ENSMUSG00000033965	FBgn0031002	ortholog_many2many
ENSMUSG00000033965	FBgn0035173	ortholog_many2many
ENSMUSG00000033965	FBgn0033657	ortholog_many2many
ENSMUSG00000033965	FBgn0033913	ortholog_many2many
ENSMUSG00000033965	FBgn0033955	ortholog_many2many
ENSMUSG00000033965	FBgn0023549	ortholog_many2many
ENSMUSG00000025076	FBgn0019972	ortholog_many2many
ENSMUSG00000025076	FBgn0010501	ortholog_many2many
ENSMUSG00000073131	FBgn0259705	ortholog_one2many
ENSMUSG00000073131	FBgn0036998	ortholog_one2many
ENSMUSG00000021363	FBgn0259712	ortholog_one2one
ENSMUSG00000053414	FBgn0033915	ortholog_many2many
ENSMUSG00000053414	FBgn0262617	ortholog_many2many
ENSMUSG00000052085	FBgn0031216	ortholog_many2many
ENSMUSG00000052085	FBgn0260486	ortholog_many2many
ENSMUSG00000041380	FBgn0087012	ortholog_one2many
ENSMUSG00000039929	FBgn0038968	ortholog_one2one
ENSMUSG00000032702	FBgn0027596	ortholog_one2many
ENSMUSG00000024603	FBgn0033206	ortholog_one2one
ENSMUSG00000073130	FBgn0261703	ortholog_many2many
ENSMUSG00000073130	FBgn0002723	ortholog_many2many
ENSMUSG00000073130	FBgn0264075	ortholog_many2many
ENSMUSG00000073130	FBgn0023076	ortholog_many2many
ENSMUSG00000021666	FBgn0051159	ortholog_one2one
ENSMUSG00000048138	FBgn0030477	ortholog_one2one
ENSMUSG00000025078	FBgn0250830	ortholog_one2one
ENSMUSG00000046449	FBgn0002891	ortholog_many2many
ENSMUSG00000035173	FBgn0036614	ortholog_one2one
ENSMUSG00000037957	FBgn0039451	ortholog_one2many
ENSMUSG00000020591	FBgn0038139	ortholog_many2many
ENSMUSG00000020591	FBgn0038140	ortholog_many2many
ENSMUSG00000020591	FBgn0037100	ortholog_many2many
ENSMUSG00000020591	FBgn0038201	ortholog_many2many
ENSMUSG00000021244	FBgn0052685	ortholog_one2one
ENSMUSG00000024855	FBgn0020647	ortholog_one2many
ENSMUSG00000005864	FBgn0261612	ortholog_many2many
ENSMUSG00000055639	FBgn0005677	ortholog_one2many
ENSMUSG00000033343	FBgn0037481	ortholog_one2many
ENSMUSG00000024604	FBgn0037220	ortholog_one2one
ENSMUSG00000118459	FBgn0005695	ortholog_one2many
ENSMUSG00000031333	FBgn0035244	ortholog_one2one
ENSMUSG00000024302	FBgn0033739	ortholog_one2many
ENSMUSG00000099711	FBgn0005695	ortholog_one2many
ENSMUSG00000073016	FBgn0035639	ortholog_one2one
ENSMUSG00000118409	FBgn0005695	ortholog_one2many
ENSMUSG00000036061	FBgn0038490	ortholog_one2one
ENSMUSG00000101500	FBgn0005695	ortholog_one2many
ENSMUSG00000043453	FBgn0037481	ortholog_one2many
ENSMUSG00000101294	FBgn0005695	ortholog_one2many
ENSMUSG00000042320	FBgn0004595	ortholog_one2many
ENSMUSG00000033906	FBgn0033474	ortholog_many2many
ENSMUSG00000033906	FBgn0034202	ortholog_many2many
ENSMUSG00000033906	FBgn0027453	ortholog_many2many
ENSMUSG00000037572	FBgn0033890	ortholog_one2one
ENSMUSG00000095934	FBgn0005695	ortholog_one2many
ENSMUSG00000078324	FBgn0005695	ortholog_one2many
ENSMUSG00000031224	FBgn0037481	ortholog_one2many
ENSMUSG00000096915	FBgn0005695	ortholog_one2many
ENSMUSG00000118429	FBgn0005695	ortholog_one2many
ENSMUSG00000112449	FBgn0010747	ortholog_one2many
ENSMUSG00000039903	FBgn0052476	ortholog_one2one
ENSMUSG00000118438	FBgn0005695	ortholog_one2many
ENSMUSG00000021665	FBgn0041630	ortholog_many2many
ENSMUSG00000021665	FBgn0045063	ortholog_many2many
ENSMUSG00000021665	FBgn0041629	ortholog_many2many
ENSMUSG00000041773	FBgn0024232	ortholog_one2many
ENSMUSG00000094103	FBgn0029937	ortholog_one2many
ENSMUSG00000021276	FBgn0085203	ortholog_one2one
ENSMUSG00000024277	FBgn0027066	ortholog_one2many
ENSMUSG00000022972	FBgn0040696	ortholog_one2one
ENSMUSG00000048379	FBgn0033266	ortholog_many2many
ENSMUSG00000048379	FBgn0041184	ortholog_many2many
ENSMUSG00000050697	FBgn0033915	ortholog_many2many
ENSMUSG00000050697	FBgn0262617	ortholog_many2many
ENSMUSG00000004789	FBgn0037891	ortholog_one2one
ENSMUSG00000094248	FBgn0053856	ortholog_many2many
ENSMUSG00000094248	FBgn0053859	ortholog_many2many
ENSMUSG00000094248	FBgn0053853	ortholog_many2many
ENSMUSG00000094248	FBgn0053865	ortholog_many2many
ENSMUSG00000094248	FBgn0053832	ortholog_many2many
ENSMUSG00000094248	FBgn0053820	ortholog_many2many
ENSMUSG00000094248	FBgn0053847	ortholog_many2many
ENSMUSG00000094248	FBgn0053844	ortholog_many2many
ENSMUSG00000094248	FBgn0053808	ortholog_many2many
ENSMUSG00000094248	FBgn0053826	ortholog_many2many
ENSMUSG00000094248	FBgn0053838	ortholog_many2many
ENSMUSG00000094248	FBgn0053862	ortholog_many2many
ENSMUSG00000094248	FBgn0053829	ortholog_many2many
ENSMUSG00000094248	FBgn0053850	ortholog_many2many
ENSMUSG00000094248	FBgn0053817	ortholog_many2many
ENSMUSG00000094248	FBgn0053841	ortholog_many2many
ENSMUSG00000094248	FBgn0053823	ortholog_many2many
ENSMUSG00000094248	FBgn0053814	ortholog_many2many
ENSMUSG00000094248	FBgn0051618	ortholog_many2many
ENSMUSG00000094248	FBgn0053835	ortholog_many2many
ENSMUSG00000061080	FBgn0034723	ortholog_many2many
ENSMUSG00000061080	FBgn0017590	ortholog_many2many
ENSMUSG00000061080	FBgn0010238	ortholog_many2many
ENSMUSG00000061080	FBgn0000071	ortholog_many2many
ENSMUSG00000061080	FBgn0259714	ortholog_many2many
ENSMUSG00000061080	FBgn0051708	ortholog_many2many
ENSMUSG00000061080	FBgn0053543	ortholog_many2many
ENSMUSG00000061080	FBgn0031627	ortholog_many2many
ENSMUSG00000061080	FBgn0259245	ortholog_many2many
ENSMUSG00000061080	FBgn0031837	ortholog_many2many
ENSMUSG00000061080	FBgn0051814	ortholog_many2many
ENSMUSG00000061080	FBgn0031725	ortholog_many2many
ENSMUSG00000094777	FBgn0053856	ortholog_many2many
ENSMUSG00000094777	FBgn0053859	ortholog_many2many
ENSMUSG00000094777	FBgn0053853	ortholog_many2many
ENSMUSG00000094777	FBgn0053865	ortholog_many2many
ENSMUSG00000094777	FBgn0053832	ortholog_many2many
ENSMUSG00000094777	FBgn0053820	ortholog_many2many
ENSMUSG00000094777	FBgn0053847	ortholog_many2many
ENSMUSG00000094777	FBgn0053844	ortholog_many2many
ENSMUSG00000094777	FBgn0053808	ortholog_many2many
ENSMUSG00000094777	FBgn0053826	ortholog_many2many
ENSMUSG00000094777	FBgn0053838	ortholog_many2many
ENSMUSG00000094777	FBgn0053862	ortholog_many2many
ENSMUSG00000094777	FBgn0053829	ortholog_many2many
ENSMUSG00000094777	FBgn0053850	ortholog_many2many
ENSMUSG00000094777	FBgn0053817	ortholog_many2many
ENSMUSG00000094777	FBgn0053841	ortholog_many2many
ENSMUSG00000094777	FBgn0053823	ortholog_many2many
ENSMUSG00000094777	FBgn0053814	ortholog_many2many
ENSMUSG00000094777	FBgn0051618	ortholog_many2many
ENSMUSG00000094777	FBgn0053835	ortholog_many2many
ENSMUSG00000021662	FBgn0032796	ortholog_many2many
ENSMUSG00000047989	FBgn0040929	ortholog_one2one
ENSMUSG00000068617	FBgn0036926	ortholog_many2many
ENSMUSG00000068617	FBgn0039380	ortholog_many2many
ENSMUSG00000079108	FBgn0010747	ortholog_one2many
ENSMUSG00000031226	FBgn0037087	ortholog_one2one
ENSMUSG00000022973	FBgn0034691	ortholog_many2many
ENSMUSG00000022973	FBgn0038890	ortholog_many2many
ENSMUSG00000022973	FBgn0034179	ortholog_many2many
ENSMUSG00000022973	FBgn0030761	ortholog_many2many
ENSMUSG00000031227	FBgn0037481	ortholog_one2many
ENSMUSG00000024841	FBgn0051957	ortholog_one2one
ENSMUSG00000040446	FBgn0035318	ortholog_one2many
ENSMUSG00000007817	FBgn0026160	ortholog_one2many
ENSMUSG00000039148	FBgn0032388	ortholog_one2one
ENSMUSG00000031093	FBgn0031216	ortholog_many2many
ENSMUSG00000065465	FBgn0262393	ortholog_one2one
ENSMUSG00000060429	FBgn0037130	ortholog_one2many
ENSMUSG00000022674	FBgn0035601	ortholog_one2one
ENSMUSG00000019235	FBgn0038588	ortholog_one2many
ENSMUSG00000024575	FBgn0266377	ortholog_many2many
ENSMUSG00000024575	FBgn0085370	ortholog_many2many
ENSMUSG00000016982	FBgn0061200	ortholog_one2many
ENSMUSG00000006179	FBgn0038701	ortholog_many2many
ENSMUSG00000006179	FBgn0038702	ortholog_many2many
ENSMUSG00000006179	FBgn0038700	ortholog_many2many
ENSMUSG00000006179	FBgn0038705	ortholog_many2many
ENSMUSG00000024914	FBgn0034650	ortholog_one2one
ENSMUSG00000005148	FBgn0040765	ortholog_many2many
ENSMUSG00000005148	FBgn0034946	ortholog_many2many
ENSMUSG00000022673	FBgn0015929	ortholog_one2one
ENSMUSG00000024269	FBgn0036236	ortholog_one2one
ENSMUSG00000069302	FBgn0053856	ortholog_many2many
ENSMUSG00000069302	FBgn0053859	ortholog_many2many
ENSMUSG00000069302	FBgn0053853	ortholog_many2many
ENSMUSG00000069302	FBgn0053865	ortholog_many2many
ENSMUSG00000069302	FBgn0053832	ortholog_many2many
ENSMUSG00000069302	FBgn0053820	ortholog_many2many
ENSMUSG00000069302	FBgn0053847	ortholog_many2many
ENSMUSG00000069302	FBgn0053844	ortholog_many2many
ENSMUSG00000069302	FBgn0053808	ortholog_many2many
ENSMUSG00000069302	FBgn0053826	ortholog_many2many
ENSMUSG00000069302	FBgn0053838	ortholog_many2many
ENSMUSG00000069302	FBgn0053862	ortholog_many2many
ENSMUSG00000069302	FBgn0053829	ortholog_many2many
ENSMUSG00000069302	FBgn0053850	ortholog_many2many
ENSMUSG00000069302	FBgn0053817	ortholog_many2many
ENSMUSG00000069302	FBgn0053841	ortholog_many2many
ENSMUSG00000069302	FBgn0053823	ortholog_many2many
ENSMUSG00000069302	FBgn0053814	ortholog_many2many
ENSMUSG00000069302	FBgn0051618	ortholog_many2many
ENSMUSG00000069302	FBgn0053835	ortholog_many2many
ENSMUSG00000072294	FBgn0040765	ortholog_many2many
ENSMUSG00000069301	FBgn0053856	ortholog_many2many
ENSMUSG00000069301	FBgn0053859	ortholog_many2many
ENSMUSG00000069301	FBgn0053853	ortholog_many2many
ENSMUSG00000069301	FBgn0053865	ortholog_many2many
ENSMUSG00000069301	FBgn0053832	ortholog_many2many
ENSMUSG00000069301	FBgn0053820	ortholog_many2many
ENSMUSG00000069301	FBgn0053847	ortholog_many2many
ENSMUSG00000069301	FBgn0053844	ortholog_many2many
ENSMUSG00000069301	FBgn0053808	ortholog_many2many
ENSMUSG00000069301	FBgn0053826	ortholog_many2many
ENSMUSG00000069301	FBgn0053838	ortholog_many2many
ENSMUSG00000069301	FBgn0053862	ortholog_many2many
ENSMUSG00000069301	FBgn0053829	ortholog_many2many
ENSMUSG00000069301	FBgn0053850	ortholog_many2many
ENSMUSG00000069301	FBgn0053817	ortholog_many2many
ENSMUSG00000069301	FBgn0053841	ortholog_many2many
ENSMUSG00000069301	FBgn0053823	ortholog_many2many
ENSMUSG00000069301	FBgn0053814	ortholog_many2many
ENSMUSG00000069301	FBgn0051618	ortholog_many2many
ENSMUSG00000069301	FBgn0053835	ortholog_many2many
ENSMUSG00000033871	FBgn0037248	ortholog_one2many
ENSMUSG00000024912	FBgn0028550	ortholog_one2many
ENSMUSG00000022974	FBgn0037466	ortholog_one2many
ENSMUSG00000021275	FBgn0033177	ortholog_one2one
ENSMUSG00000037544	FBgn0033845	ortholog_one2one
ENSMUSG00000054728	FBgn0052264	ortholog_one2many
ENSMUSG00000024268	FBgn0262475	ortholog_many2many
ENSMUSG00000024268	FBgn0000114	ortholog_many2many
ENSMUSG00000024268	FBgn0035047	ortholog_many2many
ENSMUSG00000004788	FBgn0024996	ortholog_one2one
ENSMUSG00000022366	FBgn0264907	ortholog_many2many
ENSMUSG00000022366	FBgn0038753	ortholog_many2many
ENSMUSG00000022366	FBgn0038752	ortholog_many2many
ENSMUSG00000022366	FBgn0038750	ortholog_many2many
ENSMUSG00000022366	FBgn0086365	ortholog_many2many
ENSMUSG00000022366	FBgn0019952	ortholog_many2many
ENSMUSG00000022366	FBgn0038260	ortholog_many2many
ENSMUSG00000022366	FBgn0038261	ortholog_many2many
ENSMUSG00000022366	FBgn0038262	ortholog_many2many
ENSMUSG00000022366	FBgn0038720	ortholog_many2many
ENSMUSG00000022366	FBgn0038716	ortholog_many2many
ENSMUSG00000022366	FBgn0038719	ortholog_many2many
ENSMUSG00000022366	FBgn0038715	ortholog_many2many
ENSMUSG00000022366	FBgn0038718	ortholog_many2many
ENSMUSG00000022366	FBgn0038717	ortholog_many2many
ENSMUSG00000022366	FBgn0259164	ortholog_many2many
ENSMUSG00000022366	FBgn0035647	ortholog_many2many
ENSMUSG00000022366	FBgn0035645	ortholog_many2many
ENSMUSG00000022366	FBgn0039178	ortholog_many2many
ENSMUSG00000022366	FBgn0040350	ortholog_many2many
ENSMUSG00000022366	FBgn0037829	ortholog_many2many
ENSMUSG00000022366	FBgn0051272	ortholog_many2many
ENSMUSG00000022366	FBgn0053233	ortholog_many2many
ENSMUSG00000022366	FBgn0053234	ortholog_many2many
ENSMUSG00000022366	FBgn0051106	ortholog_many2many
ENSMUSG00000022366	FBgn0051103	ortholog_many2many
ENSMUSG00000022366	FBgn0038448	ortholog_many2many
ENSMUSG00000022366	FBgn0030331	ortholog_many2many
ENSMUSG00000022366	FBgn0033778	ortholog_many2many
ENSMUSG00000022366	FBgn0037140	ortholog_many2many
ENSMUSG00000022366	FBgn0037144	ortholog_many2many
ENSMUSG00000022366	FBgn0033809	ortholog_many2many
ENSMUSG00000021023	FBgn0029858	ortholog_one2one
ENSMUSG00000024911	FBgn0036911	ortholog_one2one
ENSMUSG00000022365	FBgn0267972	ortholog_one2one
ENSMUSG00000031229	FBgn0039338	ortholog_one2one
ENSMUSG00000024910	FBgn0034709	ortholog_many2many
ENSMUSG00000024910	FBgn0030521	ortholog_many2many
ENSMUSG00000060992	FBgn0040512	ortholog_one2many
ENSMUSG00000033628	FBgn0015277	ortholog_one2one
ENSMUSG00000021368	FBgn0039158	ortholog_one2one
ENSMUSG00000020580	FBgn0026181	ortholog_one2many
ENSMUSG00000000552	FBgn0035134	ortholog_many2many
ENSMUSG00000000552	FBgn0287630	ortholog_many2many
ENSMUSG00000071552	FBgn0000636	ortholog_one2many
ENSMUSG00000022364	FBgn0035073	ortholog_one2one
ENSMUSG00000031618	FBgn0035849	ortholog_one2many
ENSMUSG00000051335	FBgn0027597	ortholog_many2many
ENSMUSG00000050357	FBgn0033212	ortholog_many2many
ENSMUSG00000000555	FBgn0286785	ortholog_many2many
ENSMUSG00000000555	FBgn0034880	ortholog_many2many
ENSMUSG00000000555	FBgn0034005	ortholog_many2many
ENSMUSG00000000555	FBgn0001250	ortholog_many2many
ENSMUSG00000024906	FBgn0040347	ortholog_one2one
ENSMUSG00000057455	FBgn0265605	ortholog_one2one
ENSMUSG00000034290	FBgn0045980	ortholog_one2one
ENSMUSG00000024580	FBgn0014877	ortholog_one2many
ENSMUSG00000021248	FBgn0045866	ortholog_one2one
ENSMUSG00000037526	FBgn0039636	ortholog_one2one
ENSMUSG00000022456	FBgn0014029	ortholog_many2many
ENSMUSG00000045679	FBgn0035517	ortholog_one2one
ENSMUSG00000034617	FBgn0038429	ortholog_one2one
ENSMUSG00000044703	FBgn0005683	ortholog_many2many
ENSMUSG00000044703	FBgn0031091	ortholog_many2many
ENSMUSG00000056185	FBgn0040475	ortholog_many2many
ENSMUSG00000056185	FBgn0032005	ortholog_many2many
ENSMUSG00000056185	FBgn0031534	ortholog_many2many
ENSMUSG00000091649	FBgn0005683	ortholog_many2many
ENSMUSG00000091649	FBgn0031091	ortholog_many2many
ENSMUSG00000071637	FBgn0005638	ortholog_one2many
ENSMUSG00000022704	FBgn0036000	ortholog_one2one
ENSMUSG00000032735	FBgn0051352	ortholog_many2many
ENSMUSG00000032735	FBgn0260463	ortholog_many2many
ENSMUSG00000021250	FBgn0028550	ortholog_one2many
ENSMUSG00000068245	FBgn0005683	ortholog_many2many
ENSMUSG00000068245	FBgn0031091	ortholog_many2many
ENSMUSG00000034271	FBgn0028550	ortholog_one2many
ENSMUSG00000024922	FBgn0003028	ortholog_one2one
ENSMUSG00000034266	FBgn0028550	ortholog_one2many
ENSMUSG00000034258	FBgn0033196	ortholog_one2many
ENSMUSG00000022455	FBgn0036318	ortholog_one2many
ENSMUSG00000091144	FBgn0005683	ortholog_many2many
ENSMUSG00000091144	FBgn0031091	ortholog_many2many
ENSMUSG00000022453	FBgn0034117	ortholog_many2many
ENSMUSG00000022453	FBgn0032192	ortholog_many2many
ENSMUSG00000024921	FBgn0000212	ortholog_one2one
ENSMUSG00000061458	FBgn0261535	ortholog_one2one
ENSMUSG00000071350	FBgn0037841	ortholog_many2many
ENSMUSG00000071350	FBgn0040372	ortholog_many2many
ENSMUSG00000071350	FBgn0030486	ortholog_many2many
ENSMUSG00000071350	FBgn0005386	ortholog_many2many
ENSMUSG00000071350	FBgn0023518	ortholog_many2many
ENSMUSG00000071350	FBgn0086908	ortholog_many2many
ENSMUSG00000041957	FBgn0260799	ortholog_one2many
ENSMUSG00000024400	FBgn0046222	ortholog_one2one
ENSMUSG00000011179	FBgn0013308	ortholog_many2many
ENSMUSG00000011179	FBgn0013307	ortholog_many2many
ENSMUSG00000022701	FBgn0031496	ortholog_one2many
ENSMUSG00000022452	FBgn0062440	ortholog_one2one
ENSMUSG00000036376	FBgn0288746	ortholog_one2many
ENSMUSG00000036376	FBgn0052708	ortholog_one2many
ENSMUSG00000036376	FBgn0288732	ortholog_one2many
ENSMUSG00000036376	FBgn0288740	ortholog_one2many
ENSMUSG00000036376	FBgn0288739	ortholog_one2many
ENSMUSG00000036376	FBgn0288743	ortholog_one2many
ENSMUSG00000036376	FBgn0288738	ortholog_one2many
ENSMUSG00000036376	FBgn0288742	ortholog_one2many
ENSMUSG00000036376	FBgn0288735	ortholog_one2many
ENSMUSG00000036376	FBgn0288730	ortholog_one2many
ENSMUSG00000036376	FBgn0288745	ortholog_one2many
ENSMUSG00000036376	FBgn0288734	ortholog_one2many
ENSMUSG00000036376	FBgn0288733	ortholog_one2many
ENSMUSG00000036376	FBgn0288741	ortholog_one2many
ENSMUSG00000036376	FBgn0288737	ortholog_one2many
ENSMUSG00000036376	FBgn0052706	ortholog_one2many
ENSMUSG00000036376	FBgn0085693	ortholog_one2many
ENSMUSG00000036376	FBgn0288731	ortholog_one2many
ENSMUSG00000036376	FBgn0030524	ortholog_one2many
ENSMUSG00000036376	FBgn0085521	ortholog_one2many
ENSMUSG00000036376	FBgn0288736	ortholog_one2many
ENSMUSG00000036376	FBgn0288747	ortholog_one2many
ENSMUSG00000036376	FBgn0288744	ortholog_one2many
ENSMUSG00000036376	FBgn0030085	ortholog_one2many
ENSMUSG00000036376	FBgn0288729	ortholog_one2many
ENSMUSG00000025270	FBgn0020764	ortholog_many2many
ENSMUSG00000071379	FBgn0036926	ortholog_many2many
ENSMUSG00000071379	FBgn0039380	ortholog_many2many
ENSMUSG00000005699	FBgn0026192	ortholog_one2many
ENSMUSG00000021981	FBgn0017572	ortholog_one2many
ENSMUSG00000022792	FBgn0035064	ortholog_one2one
ENSMUSG00000044982	FBgn0053635	ortholog_one2one
